Subject,Having_IP,Having_At_Symbol,Prefix_Suffix,URL_Length_Long,HTTPS_Token_in_URL,Suspicious_TLD,Shortening_Service,Contains_Password_Field,Domain_Old(>12mo),Alexa_Popular,label
Immense augmentation of your tool,0,0,0,0,0,0,0,0,1,1,0
Stable results guaranteed,0,0,0,0,0,0,0,0,1,1,0
Looking for a watch? Visit Replica Classics ,0,0,1,0,1,0,0,1,1,1,1
Re: [opensuse] openSUSE 11.0 and the Non-ready KDE4,0,0,0,0,0,0,0,0,1,1,0
RE: FW: License Key for "TripTracker Slideshow - StandardLicense"(share-it! Ref #: 155809345),0,0,0,0,0,1,0,0,1,1,0
re: ???? ??? !,0,0,0,0,0,0,0,0,1,1,0
Guaranteed Erection Fast,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,1,1,1,0,1,1,1,1
"Re: Clearly bogus false positives -- on ""abuse"" contact point, no less",0,0,0,0,0,0,0,0,1,1,0
High Quality Rolex Replica Watches,0,0,0,0,0,0,0,0,1,1,0
Looking for really effective non-surgery penis enlargement method? wgii vzmlpl m,0,0,0,0,0,0,0,0,1,1,0
Re: [FoRK] How does one save a rendered page?,1,0,0,0,0,1,0,0,1,1,1
Re: [Python-Dev] [Python-3000] Code freeze?,0,0,1,0,0,0,0,0,1,1,1
Achieve any length you need,0,0,0,0,0,0,0,0,1,1,0
Re: mailformat troubles (dovecot: stat failed: Not a directory),0,0,0,0,0,0,0,1,1,1,1
Re: [ILUG] ILUG events this week,0,0,0,0,0,0,0,0,1,1,0
Male Enhancement Reviews,1,0,1,0,0,0,0,0,1,1,0
[Slashdot] Stories for 2008-08-06 - Urgent,1,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10 - Important,1,0,0,0,1,1,1,0,1,1,1
What to take for more pleasure at night. LA,0,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,1,1,0,0
Enlarge,0,0,0,0,0,1,1,0,1,1,1
Male enhancing supplement - Important,0,0,0,0,0,0,0,0,1,1,0
Re: [R] how to save an R object selectively?,1,0,0,0,0,0,0,0,1,1,1
New porno Carmen Electra,1,0,1,1,0,0,0,0,1,1,1
Exclusive human health,0,0,0,0,0,0,1,1,1,1,1
Re: [Python-Dev] SVN FAQ for Windows users,0,0,0,0,0,0,0,0,1,1,0
[opensuse] screen lock,1,0,0,0,1,0,0,1,1,0,1
from Courtney Winston,0,0,0,0,0,0,0,0,1,1,0
Why software still sucks,0,0,0,0,0,0,0,0,1,1,0
Submit your payment information.,0,0,1,1,0,1,0,1,0,1,1
There is no cheaper source of original and perfectly working software.,0,1,0,0,0,0,0,0,1,1,1
She will belong to you if you take blue pilules.,0,0,0,0,0,0,0,0,1,1,0
Flawless design rep1!c@s,0,1,0,0,0,0,1,0,1,1,1
Re: False Regexp Matches,0,1,0,1,1,0,0,1,1,1,1
[spambayes-dev] Website updated for 1.1a4,0,0,0,1,0,1,0,1,0,1,1
porno Full for 89f5e051b97dc000872b1eb4a754e390 ,1,0,1,0,0,0,0,0,1,1,0
Re: [SM-DEVEL] Direct SM Plugin download for distro packaging,0,1,1,1,1,0,0,0,1,1,1
Re: SV: [opensuse] Migrate from 32bit to 64bit?,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Difference between Main Repository (OSS) and OSS,0,0,0,0,0,0,0,0,1,1,0
Mego grant suggestion,0,0,0,0,0,0,0,1,1,1,0
MEDITATION OR MEDICATION - lecture by Dr Pranav Pandya - Important,0,0,0,1,1,0,1,1,1,1,1
CNN Alerts: My Custom Alert,0,0,0,1,0,1,0,0,1,1,1
123,1,0,1,0,0,0,1,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,1,1,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Upgrade your pole to a foot long,0,1,0,0,0,0,0,0,1,1,1
Great pharm shop,0,0,0,0,0,0,0,0,1,1,0
[Python-3000] Adapt pydoc to new doc system,0,0,1,0,0,1,0,0,1,1,1
CFP: Conference on Email and Anti-Spam 2008,0,0,0,0,0,0,0,0,1,1,0
Feeling short? Let VPXL catapult you to the pinnacle of manhood XR,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] Warn about mktemp once again?,0,0,0,0,0,0,0,0,1,1,0
Best store for mans,1,0,0,0,0,0,0,0,1,1,0
handkerchief wack squad whether squad,0,0,0,0,0,1,0,1,1,1,1
CNN Alerts: My Custom Alert,0,1,1,1,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,1,1,0,0,0,0,1,1,0
Re: [FoRK] OpenSocial,0,0,0,0,0,0,0,0,1,1,0
[Python-Dev] Bug in Pickle protocol involving __setstate__,0,0,0,0,0,0,0,1,1,1,1
You've received an E-Greeting,0,0,0,0,1,0,0,1,1,1,1
Giving freedom to the wishes,0,0,0,0,1,0,0,0,1,1,1
Hot nights are guaranteed - Please verify,1,0,0,1,0,0,0,1,1,1,1
Brand names in horology,1,0,0,0,1,0,0,1,1,1,1
Gain 3+ Inches In Length.,0,0,0,0,1,0,0,0,1,1,1
"Re: New schemes vs recycling ""http:"" (Re: Past LC comments	on	draft-ietf-geopriv-http-location-delivery-08)",0,0,0,1,0,0,0,0,1,1,1
[Python-Dev] the release gods are angry at python,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] How we can get rid of eggs for 2.6 and beyond,0,0,0,1,0,0,0,0,1,1,1
Fun fun fun,0,0,1,0,0,0,1,0,1,1,1
The world's largest online health shop. Q,0,0,1,0,0,0,0,0,0,1,1
"Re: new article, ""A Romp Through Infinity""",0,0,1,0,0,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,1,0,0,1,1,1
[python-win32] Windows Address Book Example ...,0,0,0,0,0,0,0,0,1,1,0
"Re: header_checks handled differently for emails with more than	one recipient?",0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Unstable system - who is the culprit?,0,0,0,0,0,0,0,0,1,1,0
Re: Hold mail delivery,0,0,1,0,0,0,0,0,1,1,1
patch for lib/Term/Cap.pm for EBCDIC platform,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Amavis-new,0,1,0,0,0,1,0,1,1,1,1
We offer highest quality remedy. Come check us out,0,0,0,0,0,0,0,0,1,0,0
"DCC digest, Vol 1 #993 - 1 msg",1,1,1,0,0,0,0,1,1,1,1
Re: overload64.t failures,0,0,0,0,0,0,0,0,1,0,0
Here the best that can bring him pleasure,0,0,0,0,0,0,0,1,1,1,1
Re: [ie-rant] Fwd: excellent food article,0,0,0,0,0,0,1,0,1,1,1
Re: [python-win32] FileWatcher,0,1,0,0,0,0,1,0,1,1,1
Best clark offer,0,0,1,1,0,1,0,0,1,1,1
[TechRepublic] Compress a GIF or a JPEG graphic in Photoshop CS3,0,0,0,0,0,0,0,0,1,1,0
[PownceAPI] Re: Copyrights and the like.,0,0,1,0,0,0,0,0,1,1,1
Re:,0,0,0,1,1,0,0,0,1,1,1
Just have a look at our 20 NEW GIRLS today:,0,0,0,0,0,0,0,0,1,0,1
Contracts & Exam papers,0,0,0,1,0,1,0,1,1,1,1
Re: [opensuse] S-ATA hardware RAID controller,0,0,0,0,0,0,0,0,1,1,1
Re: Hotmail DCC listed ???,0,0,0,1,0,0,0,0,1,1,1
High quality models of accessories,1,0,0,0,0,0,0,0,1,1,1
You will make her 5 times a night,1,0,0,0,1,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,0,0
Vi dient zur Behandlung bei E-problemen ..,1,0,0,0,0,0,0,1,1,1,1
New video without cowards Penelope Cruz,0,0,0,0,0,0,0,0,1,1,0
PharmAllProductsProducts,0,0,0,0,0,1,0,0,1,1,0
Man's stuff store,0,0,0,0,0,0,0,1,1,1,0
Re: patch@32274 file/find/t/ find.t and taint.t fixes for VMS.,0,1,0,1,0,1,0,1,1,1,1
[UAI] NIPS workshop: Revealing Hidden Elements of Dynamical Systems,0,0,0,0,0,0,0,0,1,1,0
"replica Watches! rolex, patek philippe, vacheron ...   ",0,0,0,0,1,0,1,1,1,1,1
Your Digital Greeting Card is waiting,0,0,1,0,0,1,0,0,1,1,1
[UAI] CfP FOCLASA'05 at CONCUR 2005: Foundations of Coordination  Languages and Software Architectures,0,0,0,0,0,0,0,0,1,1,0
Have wild nights of love back again to life.,1,1,0,0,0,0,1,1,1,1,1
[UAI] 3rd SIPTA School on Imprecise Probabilities: 1st announcement - Important,0,0,0,0,0,0,0,1,0,1,1
Find your love stick gain here,0,0,0,0,0,0,0,0,1,1,0
Re: Slideshow,0,0,0,0,1,0,0,1,1,1,1
"Improbable things happen, too",0,0,0,1,0,0,0,0,1,1,0
Your new dedicated chemist shop.,0,0,0,0,0,0,0,0,0,1,1
Postfix on fake MX - Please verify,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,1,0,0,0,1,0,1,1,1
Re: maidrop error: Unable to open mailbox (why?),0,0,0,0,0,0,0,0,1,1,0
Positions Accessible - Important,0,0,0,0,0,0,0,0,1,1,0
You our client!,0,0,0,0,0,0,0,0,1,1,0
New evidence shows that results were true  ,1,0,1,0,0,0,0,0,1,1,1
Amend your problem of small dimension,1,1,0,1,1,0,0,1,1,1,1
From Effie Holmes,0,0,0,0,0,1,0,1,1,1,1
[UAI] CFP - ArgMAS 2008: Argumentation in Multi-Agent Systems,1,0,1,1,0,0,0,1,0,1,1
Re: ALL_TRUSTED and DOS_OE_TO_MX,1,0,1,0,0,1,0,1,1,1,1
"""Malformed UTF-8 character"" errors",0,0,0,0,0,0,0,0,1,1,0
Re:,0,0,0,0,0,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
We invite you to the world of happiness!,0,0,1,0,0,0,0,0,1,1,1
Help Stop Premature Ejaculation! ,0,0,1,1,0,0,0,0,1,1,1
"Re: [Python-3000] [Python-Dev] Reminder: last alphas next	Wednesday	07-May-2008",0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] os.popen versus subprocess.Popen,0,0,0,0,0,0,0,0,1,1,0
Re: Replace F::S with something truely portable (was Re: CPANPLUS broken again),0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] Are bytes object really immutable?,1,0,0,0,0,0,0,1,1,1,1
Re: rule checking environment variable,0,0,0,0,0,0,0,0,1,1,0
Looking for a watch? Visit Replica Classics,0,0,0,0,0,1,0,1,1,1,1
Re: kurila 1.3 released,0,0,0,0,0,0,0,0,1,1,0
RE: Recipient Verification,0,0,1,1,1,1,0,0,1,1,1
TripTracker.net GeoRSS,0,0,0,1,0,0,0,0,1,1,1
Market Opener: Agrium profit more than doubles - Urgent,0,1,0,1,1,1,0,0,1,1,1
99% Automated Auction Income!,0,0,0,0,0,0,0,0,1,1,1
Find out the best enhancement solution,0,0,0,1,1,0,1,0,1,1,1
Re: [opensuse] Strange files,0,0,0,0,0,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,1,1,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
How to uselibjingle in my asp.net project?,0,0,0,0,0,0,1,0,1,1,0
Penis Enlargement - Truth,0,1,0,0,1,1,0,1,1,1,1
Re: Very Penis Extended Long 191c440cbca7430a29b447429e6feec8,0,0,0,1,1,0,1,0,0,1,1
[ie-rant] Re: Name that tune...,0,0,0,0,1,0,0,0,1,1,1
Only best free,0,0,0,0,0,0,0,0,1,1,0
"[UAI] Postdoctoral Fellow Position in Machine Learning at TUC, Greece",1,0,0,0,0,0,0,0,1,1,1
"Re: [opensuse] SCO, still a potential problem for Novell?",0,0,1,1,0,0,1,0,1,1,0
Re: relay through gmail,0,0,0,0,0,0,0,0,1,1,0
[R] Variance-covariance matrix for parameter estimates,1,0,0,0,0,0,0,0,1,1,1
Re: [Python-3000] Displaying strings containing unicode escapes,0,0,0,0,0,0,0,0,1,1,0
Katerina age 29 -on dating ,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] what do I use in place of reduce?,1,0,1,0,0,0,1,0,1,1,1
[opensuse] installation via IPv6,0,0,0,0,1,0,0,0,1,1,1
50 ways to meet your lover_cindy184,0,0,0,1,0,0,0,0,1,1,0
Here we go again,0,0,0,0,0,0,0,0,1,1,0
Re: perl5.005_05-MAINT20070902,0,0,0,0,0,0,0,0,1,1,0
"This Week: NBA, Poker Channel, and More...",0,0,0,0,0,0,0,0,1,1,0
Check out our best seller watches,0,1,0,0,0,0,0,0,1,1,1
Change your sex life!,0,0,0,0,1,0,1,1,1,1,1
Re: [R] help with longitudinal data plot,0,0,1,0,0,0,0,0,1,1,0
Re: [opensuse] Defragging: possible?  necessary?,0,0,1,0,0,0,0,0,1,1,0
Regain your attractiveness as a man,1,0,1,0,0,0,1,1,1,1,1
CNN.com Daily Top 10,0,1,0,0,0,0,1,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,1
Re: [opensuse] OpenSuse 11,0,1,0,0,1,1,0,1,1,1,1
The top of fashion fake watches,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] Decimal(unicode),0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
50mg x 60 pills price,0,0,0,0,0,1,0,0,1,1,1
gtm format,1,1,0,0,1,0,0,1,1,1,1
"Re: [python-win32] win32gui.EnumWindows, documentation?",0,0,1,0,1,0,0,0,1,0,1
Rolex is not for all. Is it for you ?   ,0,0,1,0,0,1,0,1,1,1,1
Re: Time to make multi.uribl.org optional rather than default?,1,0,1,1,0,0,0,1,1,1,1
From Laurie Delgado,0,0,0,0,0,1,0,0,1,1,1
Re: [opensuse] OpenOffice writer nuisance pop up [solved],0,0,0,0,0,0,0,0,1,1,0
Be admired for your true male merits - Action needed,0,0,0,0,0,0,0,0,1,1,1
[UAI] Internship at MERL: Optimizing network transport under uncertainty,1,1,0,1,0,0,0,0,1,1,1
Re: [Python-Dev] PyErr_Warn or PyErr_WarnEx,0,0,0,0,1,1,1,0,1,1,1
CNN.com Daily Top 10 - Action needed,0,0,0,1,0,0,0,0,1,1,1
[duodenalswitch] Digest Number 13722,0,0,0,1,0,0,1,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,1,0,1,0,0,0,0,1,1,1
email option,0,0,0,0,0,0,0,0,1,1,0
increase telnet secession count,1,0,0,1,0,1,0,0,1,1,1
[Buildbot-devel] sharing buildsteps,0,0,0,0,0,0,0,0,1,1,0
Last Longer in Bed,0,0,0,1,0,0,0,0,1,1,0
and show how deeply you love him.,0,0,0,1,0,1,1,0,1,1,1
RE: [ie-rant] calling all nerds,0,0,0,0,0,0,0,0,1,1,0
From Ana Franklin,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,1,0,1,1,0,1,1,1,1
from Art Parra - Please verify,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] Invitation to try out open source code review tool,0,0,1,0,0,0,1,0,1,1,1
Make it large and steady as rock!,0,0,0,0,0,0,0,0,1,1,0
Re: [PATCH] Porting/Maintainers.pm --check added functionality,0,0,0,0,0,0,0,0,0,1,0
"Find the best replica rolex, Jewelry etc. ",0,0,1,0,0,1,0,0,0,1,1
Wanted Growth Enhancement testimonials,0,0,0,0,0,0,0,0,1,1,0
Huge tool to please your lassie,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,1,0,0,0,0,1,1,0
Re: [OT] Yahoo Deferred,0,0,0,0,0,0,0,0,1,1,0
Proven Effective for 72 Hours.,0,0,1,0,0,0,0,0,1,1,0
I want to find serious relations,0,0,0,0,0,0,0,0,1,0,0
Re: [opensuse] What's filling swap,0,0,0,0,0,0,0,0,1,1,0
Smoke [5.10.0] 32017 FAIL(F) MSWin32 WinXP/.Net SP2 (x86/2 cpu),0,0,0,0,0,0,0,0,1,1,0
Astrology.com: Daily Work Horoscope - Action needed,0,0,1,0,0,0,1,0,1,1,1
"Israel Today - August 6, 2008",1,0,0,0,0,1,0,0,1,1,1
Annual Spirituality Week - May 5th to 9th,0,1,1,0,0,1,1,0,1,1,1
Re: sitecustomize.pl pollutes tests,0,0,0,0,0,1,0,0,1,1,1
Re: PathTools beta for testing,0,0,0,0,0,0,0,0,1,1,0
You will make her 5 times a night,0,0,1,1,0,0,0,0,1,1,1
Male enhancing supplement,0,0,0,0,0,0,0,0,1,1,0
Supercharge your libido like never before trv qg bmta,0,0,0,0,0,0,0,0,1,1,0
PG Writing Workshop   ,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,1,1,1,0
Re: [UAI] Is it a paradox? - Please verify,1,1,1,0,0,0,0,1,0,1,1
FW: ???? ??? ,0,0,0,0,0,0,0,0,0,0,0
Re:,0,1,1,0,1,1,1,0,1,1,1
"Instead of our old formula, the new one is more concentrated and alot more powerful",0,0,0,0,0,0,0,0,0,1,0
More meat is what you need,0,0,0,0,0,0,0,0,1,1,0
Here best that can bring to you pleasure,0,0,0,0,0,0,0,0,1,1,0
Gain 3+ Inches In Length.,0,0,0,0,0,0,0,0,1,1,1
Re:,0,0,0,0,0,0,0,0,1,0,0
Chronicle search agent: CS & IT,1,0,0,1,1,0,0,0,1,1,1
For every men of different ages unique decision trggfk vqhscn bjwiih,0,0,0,0,0,0,0,0,1,1,0
[UAI] Key terms in logic - Please verify,0,1,0,0,0,0,0,0,1,1,1
Qualitative replica watches for most exacting people   ,0,0,0,0,1,0,0,0,1,1,1
Basic cunninglingus tips,0,0,0,0,0,1,0,1,1,1,1
Re: Test-Harness-Straps (was Re: 5.10 code freeze and dual-life modules),0,0,0,0,0,0,0,0,1,1,0
Re: kurila 1.3 released,0,0,0,0,0,0,0,0,1,1,0
Welche Vi kann ich online beste ..?,0,0,0,0,0,0,0,0,1,1,0
Re: [perl #47233] Core dump caused by goto,0,0,0,0,1,1,0,1,1,1,1
Re:  - Action needed,0,0,0,0,1,0,0,1,1,1,1
US $ 159.95 100mg x 90 pills price,0,0,0,0,0,0,0,0,1,1,0
Re: [ie-rant] Man love Rules!,0,1,0,1,0,0,0,0,1,1,1
Re: [opensuse] Is anyone using an Asrock AM2NF3-VSTA?,0,0,0,0,0,0,0,0,1,1,0
Re: - Please verify,1,0,1,1,0,0,0,0,0,1,1
Rejuvenate your old PC,1,1,1,0,0,0,1,0,1,1,1
Re: [opensuse] Is yum my problem?,0,0,0,1,0,0,0,0,1,1,1
Increase Your Penis Width (Girth) By upto 20%. - Action needed,0,0,1,1,0,1,1,0,1,1,1
Re: [ie-rant] Man love Rules! - Action needed,0,0,0,1,0,0,0,0,1,1,1
CNN.com Daily Top 10,1,0,1,0,0,0,0,1,1,1,1
CNN Alerts: My Custom Alert,0,0,1,0,0,0,0,0,1,0,1
Your Birthday Shout,0,0,0,0,0,0,0,0,1,1,0
"Re: [Python-Dev] Proposal: from __future__ import	unicode_string_literals",0,0,0,0,0,0,0,0,1,1,0
[UAI] RESEARCH POSITIONS AVAILABLE AT PORTO,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,1,0,1,1,1,1
Purchase cheap Vacheron Constantin replica watch here   ,1,0,0,0,0,0,0,0,1,1,1
[R] Creating an array of lists,0,0,0,0,0,0,0,0,1,1,0
Re: ,1,0,0,1,0,0,0,0,1,1,1
Re: Smoke [5.8.8] 32356 FAIL(XF) freebsd 6.2-RELEASE (i386/1 cpu),0,0,0,0,0,0,0,0,1,1,0
[PownceAPI] Re: Unexpected media.src url in API,0,1,0,0,0,0,0,0,1,1,0
To Men Who Want To Buy Rolex Watches At A Fraction Of The Price,1,0,0,0,1,1,0,0,1,1,1
Ensure your potence and make love everywhere,0,0,1,0,0,0,0,0,1,1,0
The first aid is always ready,0,0,1,0,0,0,0,0,1,1,1
Stunning porno Nicole Richie,0,0,0,0,0,0,0,0,1,1,0
seminar announcement,1,0,0,0,0,0,0,0,1,1,0
[ie-rant] Dancing parrot,0,0,0,0,0,0,0,0,1,1,0
FIghting with illness?,1,1,0,0,0,1,0,1,1,1,1
Re: The 'believe-it' spams,1,1,1,0,1,0,0,1,1,1,1
US $ 119.95 Viagra 50mg x 60 pills buy now - Action needed,0,0,0,0,1,1,0,0,1,1,1
Try and convince - you can be better ror ird ch,0,1,0,0,0,1,0,1,1,1,1
Be not afraid of making changes in your life,1,0,1,0,0,0,1,0,1,1,1
Receipt for Your Payment to animoto.com - Urgent,1,0,1,0,0,1,0,1,1,1,1
postfix service provider?,0,0,0,0,0,1,0,0,0,1,1
[RISKS] Risks Digest 25.06,0,0,0,0,0,0,0,0,1,1,0
[UAI] junior researcher,0,1,0,1,0,0,0,0,1,1,1
Your receipt #5859028869,1,0,0,0,1,1,0,0,1,1,1
The bigger tool,0,0,0,0,0,0,0,0,1,1,0
Re: [ydn-delicious] Strange behaviour : bookmarks disappear and reappear ! - Important,0,0,0,1,0,0,0,0,1,1,0
Re: [Python-Dev] segfault in 2.5.1,1,0,0,0,0,0,0,0,1,1,1
Re: [python-win32] excelRTDServer demo not working,0,0,0,0,0,0,0,0,1,1,1
Be a god of her intimate dreams,1,0,0,1,1,0,0,0,1,1,1
Proven Effective for 72 Hours Free Trial Sample Available Today,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] socket.try_reuse_address(),1,0,0,0,0,0,1,1,1,1,1
123,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,1,0,1,0,1,1,1,1,1
Re: [Python-Dev] Compiler used to build Python for Windows,0,0,0,0,0,0,0,0,1,1,0
Compare Top 5 Penis Enlargers - Urgent,0,0,0,0,0,0,1,0,1,1,1
porno Gallery for d2edaed0a9e91129f704d4a6b68ba62b ,0,0,0,0,0,0,0,0,1,1,0
Module::Build xs.t failure information on VMS,1,1,0,0,0,0,0,0,1,1,1
Re: Code freeze,0,1,0,1,0,0,0,1,1,1,1
Re: kurila 1.3 released,0,0,0,0,0,0,0,0,1,1,1
[UAI] Reminder: Registration for AI 2005 is now open,0,0,0,1,1,1,0,1,1,1,1
Change of Date Open Day 2008,0,0,0,0,0,0,0,0,1,1,0
Re: [perl #46463] filetests sometimes do not set _,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Unstable system - who is the culprit?,0,0,0,0,0,0,1,0,1,1,0
CNN.com Daily Top 10,1,0,1,1,1,1,0,0,1,1,1
"Re: [opensuse] Memory leakage, or normal? Was: Huge amount usage of ram memory ( i have 2Gb and free 121 Mb )",0,0,0,0,0,1,0,0,1,0,1
RE: Week 12,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Defragging: possible?  necessary?,0,0,0,0,0,0,0,0,1,1,0
Feeling the real party,0,0,0,0,0,0,0,0,0,1,1
Have wild nights of love back again to life.,1,1,0,1,0,0,0,0,1,1,1
CNN.com Daily Top 10 - Action needed,0,0,0,0,0,0,0,1,1,1,1
"Replica watches, pens, bags and more... Cheap luxury gifts ...   ",0,0,0,0,0,0,0,1,1,1,1
Don't be left behind - enlarge yourself now! ccddk baijch qcr,0,0,0,0,0,0,1,1,1,1,1
From Sallie Richardson,0,0,0,1,0,1,0,0,1,1,0
Your order in processing,0,0,0,0,0,1,0,1,1,1,1
Re: [ie-rant] Going nowhere fast,0,0,0,1,0,0,0,1,1,1,1
Join Our Easter Workshop Today,0,0,0,0,1,0,0,1,1,1,1
Re: New M::B beta on CPAN,0,0,0,0,0,0,0,0,1,1,0
Your ads are not running. - Urgent,1,0,0,0,1,0,0,0,1,1,1
Guaranteed Erection Fast - Important,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,1,0,0,1,0,0,1,1
Re: two instances,1,1,1,1,0,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
RE: [ydn-delicious] "your bookmarks" vs "your favorites",0,0,0,0,0,0,0,0,1,1,0
[ie-rant] Earlier every year,0,0,0,1,1,0,1,0,1,0,1
Reduce your hair lost.,0,0,0,0,0,0,0,0,1,1,0
everybody wants.,0,0,0,0,0,0,0,1,0,1,1
Super buckie suggestion,0,0,0,0,1,1,0,1,1,1,1
ALL MAJOR DESIGNER REPLICA W ATCHES!   ,1,0,1,1,0,0,0,0,1,1,1
Using network tests,1,0,0,0,0,0,0,0,1,1,1
Re: [opensuse] true news group?,0,0,0,0,1,1,1,0,1,1,1
CNN Alerts: My Custom Alert,0,1,1,0,0,0,0,1,1,1,1
Get the cheapest software offer!,0,0,0,1,0,0,0,1,1,1,1
Re: autolearn vs sa-learn / Bayes,0,0,0,0,0,0,0,0,1,1,1
Re: Past LC comments on draft-ietf-geopriv-http-location-delivery-08,0,0,0,1,1,0,0,1,1,1,1
[UAI] Research Fellow Position in Uncertain Reasoning/Planning,0,1,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
[b3ta] "The Favourite Read of the Tapas Bar Nine",0,0,0,0,1,0,0,0,1,1,1
Message to all Staff,1,0,1,0,0,0,0,1,1,1,1
BBC(Bleadperl Breaks CPAN) Today: Devel::Caller (0.11),0,0,0,1,0,0,0,0,1,1,1
whitenos,0,0,0,1,0,0,0,1,1,1,1
Re: [Python-3000] range() issues,0,0,1,0,0,0,1,0,1,1,1
Re: Branching,1,0,0,0,0,0,0,0,1,1,1
Choice IWC replica watches at Replica Classics   ,1,0,1,1,1,1,0,0,1,1,1
RE: ???? ???-??????????!!!,0,1,1,0,0,1,1,0,1,1,1
Re: REPOST of Re: [opensuse] OpenSuse 11,1,0,0,0,0,0,0,1,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
[Slashdot] Stories for 2008-03-08,0,0,1,0,0,0,1,1,1,1,1
CNN.com Daily Top 10,1,0,0,0,0,0,0,0,1,0,0
Re: [opensuse] VirtualBox OSE problmes with openSUSE 10.3,1,1,1,0,0,0,0,0,1,1,1
AvailableHealthyLifeSoftTabs - Important,0,0,0,1,0,0,1,0,1,1,1
Re: [opensuse] Computer does not turn off,0,0,0,0,0,0,0,1,1,1,1
Tuesday Netball (Eclipse) - Fank you :),1,0,0,1,0,1,0,1,1,1,1
Re: [opensuse] bash - why doesn't the tldp bash beginners guide for loop example work?,1,0,1,1,1,0,0,1,1,1,1
Male Enhancement - Urgent,1,0,1,0,0,1,0,1,1,1,1
"Tried ineffective pills, vacuum pumps, and other advertised methods without success? eym jnpmyl o",0,0,0,0,0,0,0,0,1,1,0
From Melanie North,1,0,0,0,0,0,0,0,1,1,0
Re: smtp_connection_cache_destinations by network address,1,0,0,0,0,0,0,0,1,1,0
"Re: [Python-Dev] unittest's redundant assertions: asserts vs.	failIf/Unlesses",0,1,1,1,0,1,0,0,1,1,1
[pywin32-bugs] [ pywin32-Bugs-1540243 ] Doesn't work well as non-admin,0,0,0,0,0,0,0,0,1,1,0
Re: sensitive wiki pages,0,0,0,0,0,0,0,0,1,1,0
A Joke A Day - g c - Please verify,0,0,0,0,0,0,0,0,1,1,1
Reduce your hair lost.,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] Method to populate tp_* slots via getattr()?,0,0,1,0,0,0,1,1,1,1,1
[UAI] Job announcement: Machine Learning group in a major financial company,0,0,0,0,0,0,0,0,1,1,0
Re:,1,0,0,0,0,0,0,0,1,1,0
"[ spambayes-Bugs-1600821 ] Classifier UnicodeDecodeError on wrong	transfer encoding",0,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,1,0,1,0,1
